Litologia     codigo      prof  dens       gama       rho        vel
conglomerado    4         373   2.29E+00   9.97E+01   5.89E+03   2.12E+00
conglomerado    4         374   2.30E+00   9.29E+01   5.87E+03   2.04E+00
conglomerado    4         375   2.30E+00   9.70E+01   5.61E+03   2.08E+00
conglomerado    4         376   2.28E+00   9.03E+01   6.38E+03   2.09E+00
conglomerado    4         377   2.33E+00   1.09E+02   6.58E+03   2.07E+00
conglomerado    4         378   2.30E+00   1.05E+02   6.17E+03   1.87E+00
conglomerado    4         379   2.33E+00   1.05E+02   6.35E+03   1.99E+00
conglomerado    4         380   2.28E+00   9.38E+01   6.01E+03   2.06E+00
conglomerado    4         381   2.30E+00   9.40E+01   6.30E+03   1.91E+00
conglomerado    4         382   2.28E+00   9.77E+01   5.69E+03   1.89E+00
conglomerado    4         383   2.31E+00   9.76E+01   6.07E+03   1.86E+00
conglomerado    4         384   2.32E+00   1.10E+02   6.16E+03   1.89E+00
conglomerado    4         385   2.28E+00   1.01E+02   6.24E+03   1.98E+00
conglomerado    4         386   2.27E+00   1.03E+02   5.97E+03   2.02E+00
conglomerado    4         387   2.30E+00   9.95E+01   6.32E+03   2.03E+00
conglomerado    4         388   2.28E+00   9.94E+01   5.93E+03   1.95E+00
conglomerado    4         389   2.29E+00   8.46E+01   5.70E+03   2.11E+00
conglomerado    4         390   2.29E+00   9.80E+01   5.77E+03   2.03E+00
conglomerado    4         391   2.28E+00   8.84E+01   5.97E+03   2.12E+00
conglomerado    4         392   2.32E+00   1.03E+02   6.71E+03   2.10E+00
conglomerado    4         393   2.33E+00   1.07E+02   5.93E+03   2.04E+00
conglomerado    4         394   2.30E+00   9.78E+01   6.07E+03   1.78E+00
conglomerado    4         395   2.31E+00   1.07E+02   6.13E+03   1.97E+00
conglomerado    4         396   2.27E+00   1.06E+02   5.93E+03   1.76E+00
conglomerado    4         397   2.27E+00   1.17E+02   6.08E+03   2.01E+00
conglomerado    4         398   2.27E+00   1.01E+02   5.85E+03   1.96E+00
conglomerado    4         399   2.27E+00   9.51E+01   5.80E+03   2.13E+00
conglomerado    4         400   2.33E+00   1.01E+02   6.35E+03   1.98E+00
conglomerado    4         401   2.29E+00   9.78E+01   6.17E+03   1.96E+00
conglomerado    4         402   2.33E+00   1.02E+02   5.88E+03   2.10E+00
conglomerado    4         403   2.28E+00   9.73E+01   6.96E+03   2.04E+00
conglomerado    4         404   2.28E+00   1.13E+02   6.05E+03   2.01E+00
conglomerado    4         405   2.34E+00   1.02E+02   5.71E+03   2.01E+00
conglomerado    4         406   2.33E+00   1.02E+02   5.84E+03   2.03E+00
conglomerado    4         407   2.29E+00   9.99E+01   5.70E+03   1.95E+00
conglomerado    4         408   2.27E+00   1.02E+02   5.72E+03   1.99E+00
conglomerado    4         409   2.30E+00   9.50E+01   6.47E+03   1.82E+00
conglomerado    4         410   2.29E+00   8.88E+01   6.44E+03   2.02E+00
conglomerado    4         411   2.31E+00   9.32E+01   6.00E+03   2.04E+00
conglomerado    4         412   2.23E+00   9.77E+01   6.43E+03   1.86E+00
conglomerado    4         413   2.28E+00   1.12E+02   6.35E+03   2.05E+00
conglomerado    4         414   2.29E+00   9.34E+01   6.23E+03   1.95E+00
conglomerado    4         415   2.28E+00   9.38E+01   6.24E+03   1.89E+00
conglomerado    4         416   2.27E+00   1.12E+02   6.24E+03   1.99E+00
conglomerado    4         417   2.28E+00   8.94E+01   6.06E+03   2.02E+00
conglomerado    4         418   2.31E+00   9.82E+01   5.67E+03   2.09E+00
conglomerado    4         419   2.29E+00   1.03E+02   6.43E+03   2.04E+00
congl+emb1    451         420   2.26E+00   9.32E+01   1.26E+04   2.10E+00
congl+emb1    451         421   2.28E+00   9.94E+01   1.73E+04   1.94E+00
congl+emb1    451         422   2.30E+00   9.16E+01   2.50E+04   2.11E+00
congl+emb1    451         423   2.33E+00   9.34E+01   3.06E+04   2.05E+00
congl+emb1    451         424   2.32E+00   9.48E+01   3.62E+04   2.06E+00
congl+emb1    451         425   2.29E+00   9.11E+01   4.19E+04   2.11E+00
congl+emb1    451         426   2.33E+00   1.01E+02   5.27E+04   2.14E+00
congl+emb1    451         427   2.33E+00   8.98E+01   5.57E+04   2.06E+00
congl+emb1    451         428   2.31E+00   1.03E+02   6.32E+04   1.99E+00
congl+emb1    451         429   2.28E+00   1.07E+02   7.24E+04   2.20E+00
congl+emb1    451         430   2.30E+00   9.29E+01   6.92E+04   2.20E+00
congl+emb1    451         431   2.35E+00   8.53E+01   8.54E+04   2.15E+00
congl+emb1    451         432   2.32E+00   9.42E+01   7.85E+04   2.24E+00
congl+emb1    451         433   2.35E+00   9.18E+01   9.67E+04   2.32E+00
congl+emb1    451         434   2.37E+00   9.39E+01   9.94E+04   2.24E+00
congl+emb1    451         435   2.36E+00   9.50E+01   1.01E+05   2.08E+00
congl+emb1    451         436   2.31E+00   9.02E+01   1.13E+05   2.26E+00
congl+emb1    451         437   2.36E+00   9.21E+01   1.09E+05   2.35E+00
congl+emb1    451         438   2.35E+00   9.71E+01   1.25E+05   2.25E+00
congl+emb1    451         439   2.34E+00   9.39E+01   1.15E+05   2.29E+00
congl+emb1    451         440   2.35E+00   9.29E+01   1.36E+05   2.58E+00
congl+emb1    451         441   2.43E+00   9.23E+01   1.54E+05   2.12E+00
congl+emb1    451         442   2.33E+00   8.80E+01   1.59E+05   2.27E+00
congl+emb1    451         443   2.35E+00   8.48E+01   1.39E+05   2.33E+00
congl+emb1    451         444   2.31E+00   9.36E+01   1.48E+05   2.51E+00
congl+emb1    451         445   2.36E+00   8.64E+01   1.58E+05   2.13E+00
congl+emb1    451         446   2.36E+00   9.37E+01   1.71E+05   2.35E+00
congl+emb1    451         447   2.35E+00   8.57E+01   1.73E+05   2.53E+00
congl+emb1    451         448   2.33E+00   9.17E+01   1.85E+05   2.06E+00
congl+emb1    451         449   2.36E+00   8.74E+01   1.98E+05   2.26E+00
congl+emb1    451         450   2.37E+00   8.30E+01   1.85E+05   2.60E+00
congl+emb1    451         451   2.38E+00   8.50E+01   2.00E+05   2.40E+00
congl+emb1    451         452   2.37E+00   8.26E+01   2.05E+05   2.45E+00
congl+emb1    451         453   2.38E+00   8.53E+01   2.21E+05   2.34E+00
congl+emb1    451         454   2.39E+00   7.72E+01   2.20E+05   2.46E+00
congl+emb1    451         455   2.37E+00   9.06E+01   2.41E+05   2.66E+00
congl+emb1    451         456   2.45E+00   8.20E+01   2.35E+05   2.52E+00
congl+emb1    451         457   2.43E+00   8.49E+01   2.82E+05   2.25E+00
congl+emb1    451         458   2.39E+00   8.64E+01   2.50E+05   2.51E+00
congl+emb1    451         459   2.40E+00   8.54E+01   2.66E+05   2.26E+00
congl+emb1    451         460   2.37E+00   7.90E+01   2.67E+05   2.77E+00
congl+emb1    451         461   2.40E+00   8.43E+01   2.88E+05   2.39E+00
congl+emb1    451         462   2.36E+00   8.05E+01   2.67E+05   2.42E+00
congl+emb1    451         463   2.40E+00   7.42E+01   2.79E+05   2.23E+00
congl+emb1    451         464   2.38E+00   7.13E+01   2.77E+05   2.49E+00
congl+emb1    451         465   2.44E+00   7.84E+01   3.10E+05   2.98E+00
congl+emb1    451         466   2.41E+00   7.41E+01   3.03E+05   2.40E+00
congl+emb1    451         467   2.44E+00   6.91E+01   3.25E+05   2.66E+00
congl+emb1    451         468   2.41E+00   7.10E+01   3.23E+05   2.54E+00
congl+emb1    451         469   2.38E+00   7.78E+01   3.03E+05   2.76E+00
congl+emb1    451         470   2.45E+00   7.83E+01   3.12E+05   2.66E+00
congl+emb1    451         471   2.41E+00   7.54E+01   3.34E+05   2.77E+00
congl+emb2    452         472   2.47E+00   7.36E+01   3.00E+05   2.60E+00
congl+emb2    452         473   2.46E+00   7.15E+01   3.26E+05   2.92E+00
congl+emb2    452         474   2.46E+00   7.00E+01   3.49E+05   2.76E+00
congl+emb2    452         475   2.38E+00   7.32E+01   3.81E+05   3.07E+00
congl+emb2    452         476   2.46E+00   7.47E+01   4.13E+05   2.73E+00
congl+emb2    452         477   2.45E+00   7.01E+01   3.21E+05   2.85E+00
congl+emb2    452         478   2.42E+00   7.55E+01   3.85E+05   2.64E+00
congl+emb2    452         479   2.47E+00   6.49E+01   3.47E+05   2.81E+00
congl+emb2    452         480   2.50E+00   7.00E+01   3.89E+05   2.97E+00
congl+emb2    452         481   2.38E+00   7.58E+01   3.75E+05   2.73E+00
congl+emb2    452         482   2.45E+00   6.83E+01   3.99E+05   3.10E+00
congl+emb2    452         483   2.41E+00   6.89E+01   4.12E+05   2.73E+00
congl+emb2    452         484   2.43E+00   6.58E+01   4.16E+05   2.99E+00
congl+emb2    452         485   2.42E+00   6.44E+01   4.36E+05   2.86E+00
congl+emb2    452         486   2.41E+00   7.70E+01   4.41E+05   2.47E+00
congl+emb2    452         487   2.47E+00   6.99E+01   4.58E+05   2.85E+00
congl+emb2    452         488   2.48E+00   6.44E+01   4.25E+05   3.19E+00
congl+emb2    452         489   2.46E+00   6.63E+01   4.33E+05   3.05E+00
congl+emb2    452         490   2.47E+00   6.80E+01   4.70E+05   3.03E+00
congl+emb2    452         491   2.46E+00   6.63E+01   4.69E+05   2.98E+00
congl+emb2    452         492   2.46E+00   7.18E+01   4.52E+05   3.06E+00
congl+emb2    452         493   2.47E+00   6.76E+01   4.24E+05   3.18E+00
congl+emb2    452         494   2.44E+00   6.66E+01   4.73E+05   3.33E+00
congl+emb2    452         495   2.42E+00   6.84E+01   4.43E+05   3.14E+00
congl+emb2    452         496   2.45E+00   6.45E+01   4.83E+05   3.07E+00
congl+emb2    452         497   2.44E+00   6.00E+01   5.15E+05   3.31E+00
congl+emb2    452         498   2.52E+00   6.12E+01   5.15E+05   3.10E+00
congl+emb2    452         499   2.52E+00   6.39E+01   5.07E+05   3.11E+00
congl+emb2    452         500   2.53E+00   6.90E+01   5.22E+05   3.04E+00
congl+emb2    452         501   2.58E+00   5.69E+01   4.73E+05   3.36E+00
congl+emb2    452         502   2.53E+00   6.51E+01   5.45E+05   3.00E+00
congl+emb2    452         503   2.51E+00   6.28E+01   4.49E+05   3.41E+00
congl+emb2    452         504   2.49E+00   5.96E+01   5.46E+05   3.03E+00
congl+emb2    452         505   2.54E+00   6.30E+01   5.30E+05   3.73E+00
congl+emb2    452         506   2.49E+00   5.79E+01   5.28E+05   3.30E+00
congl+emb2    452         507   2.50E+00   5.38E+01   5.29E+05   3.44E+00
congl+emb2    452         508   2.49E+00   6.29E+01   5.55E+05   3.28E+00
congl+emb2    452         509   2.53E+00   5.93E+01   6.02E+05   3.34E+00
congl+emb2    452         510   2.54E+00   5.53E+01   6.04E+05   3.55E+00
congl+emb2    452         511   2.53E+00   5.13E+01   5.83E+05   3.08E+00
congl+emb2    452         512   2.53E+00   5.56E+01   5.71E+05   2.94E+00
congl+emb2    452         513   2.49E+00   5.52E+01   6.02E+05   3.22E+00
congl+emb2    452         514   2.53E+00   5.37E+01   5.96E+05   3.24E+00
congl+emb2    452         515   2.51E+00   5.93E+01   5.58E+05   3.65E+00
congl+emb2    452         516   2.51E+00   5.29E+01   6.19E+05   3.43E+00
congl+emb2    452         517   2.53E+00   4.76E+01   6.16E+05   3.65E+00
congl+emb2    452         518   2.58E+00   4.49E+01   5.80E+05   3.54E+00
congl+emb2    452         519   2.60E+00   4.89E+01   6.12E+05   3.23E+00
congl+emb2    452         520   2.51E+00   5.53E+01   6.24E+05   3.29E+00
congl+emb2    452         521   2.55E+00   4.92E+01   6.68E+05   3.40E+00
congl+emb2    452         522   2.60E+00   4.60E+01   7.00E+05   3.36E+00
congl+emb2    452         523   2.57E+00   4.93E+01   6.20E+05   3.40E+00
congl+emb3    453         524   2.53E+00   5.33E+01   6.11E+05   3.27E+00
congl+emb3    453         525   2.64E+00   4.79E+01   6.89E+05   3.52E+00
congl+emb3    453         526   2.52E+00   4.86E+01   6.80E+05   3.50E+00
congl+emb3    453         527   2.58E+00   4.90E+01   6.93E+05   3.62E+00
congl+emb3    453         528   2.56E+00   4.61E+01   6.92E+05   3.47E+00
congl+emb3    453         529   2.53E+00   4.45E+01   7.20E+05   3.60E+00
congl+emb3    453         530   2.54E+00   4.25E+01   6.66E+05   3.41E+00
congl+emb3    453         531   2.61E+00   4.92E+01   6.18E+05   3.46E+00
congl+emb3    453         532   2.53E+00   4.62E+01   7.15E+05   3.64E+00
congl+emb3    453         533   2.53E+00   4.39E+01   7.55E+05   3.81E+00
congl+emb3    453         534   2.55E+00   4.22E+01   7.62E+05   3.48E+00
congl+emb3    453         535   2.58E+00   4.66E+01   7.38E+05   3.75E+00
congl+emb3    453         536   2.56E+00   4.68E+01   7.24E+05   4.07E+00
congl+emb3    453         537   2.57E+00   4.32E+01   6.83E+05   3.55E+00
congl+emb3    453         538   2.56E+00   4.04E+01   7.76E+05   3.54E+00
congl+emb3    453         539   2.63E+00   4.33E+01   7.75E+05   3.99E+00
congl+emb3    453         540   2.59E+00   4.26E+01   7.85E+05   3.56E+00
congl+emb3    453         541   2.68E+00   4.36E+01   7.87E+05   3.98E+00
congl+emb3    453         542   2.59E+00   3.88E+01   7.38E+05   3.94E+00
congl+emb3    453         543   2.56E+00   3.90E+01   7.71E+05   3.38E+00
congl+emb3    453         544   2.63E+00   4.54E+01   7.68E+05   3.88E+00
congl+emb3    453         545   2.58E+00   4.00E+01   8.04E+05   3.65E+00
congl+emb3    453         546   2.58E+00   3.88E+01   7.44E+05   3.91E+00
congl+emb3    453         547   2.60E+00   3.97E+01   7.42E+05   3.71E+00
congl+emb3    453         548   2.60E+00   3.87E+01   8.46E+05   4.00E+00
congl+emb3    453         549   2.64E+00   3.71E+01   7.74E+05   4.09E+00
congl+emb3    453         550   2.62E+00   3.56E+01   8.40E+05   3.67E+00
congl+emb3    453         551   2.61E+00   3.71E+01   8.22E+05   4.08E+00
congl+emb3    453         552   2.60E+00   3.50E+01   8.39E+05   4.00E+00
congl+emb3    453         553   2.61E+00   3.42E+01   7.33E+05   3.92E+00
congl+emb3    453         554   2.62E+00   3.69E+01   8.77E+05   4.48E+00
congl+emb3    453         555   2.59E+00   3.69E+01   8.56E+05   3.85E+00
congl+emb3    453         556   2.58E+00   3.51E+01   8.63E+05   3.70E+00
congl+emb3    453         557   2.61E+00   3.36E+01   8.62E+05   4.03E+00
congl+emb3    453         558   2.62E+00   3.41E+01   8.11E+05   4.16E+00
congl+emb3    453         559   2.65E+00   3.24E+01   9.08E+05   3.61E+00
congl+emb3    453         560   2.64E+00   3.09E+01   8.30E+05   4.03E+00
congl+emb3    453         561   2.67E+00   3.38E+01   9.16E+05   3.76E+00
congl+emb3    453         562   2.64E+00   3.28E+01   1.01E+06   3.77E+00
congl+emb3    453         563   2.66E+00   3.00E+01   9.10E+05   4.05E+00
congl+emb3    453         564   2.67E+00   3.04E+01   8.67E+05   4.39E+00
congl+emb3    453         565   2.65E+00   2.85E+01   9.24E+05   4.12E+00
congl+emb3    453         566   2.66E+00   2.97E+01   8.48E+05   3.82E+00
congl+emb3    453         567   2.62E+00   2.83E+01   8.34E+05   4.04E+00
congl+emb3    453         568   2.66E+00   2.97E+01   9.15E+05   4.18E+00
congl+emb3    453         569   2.68E+00   2.64E+01   9.18E+05   4.25E+00
congl+emb3    453         570   2.66E+00   3.15E+01   9.37E+05   3.91E+00
congl+emb3    453         571   2.65E+00   2.91E+01   9.37E+05   3.97E+00
congl+emb3    453         572   2.67E+00   2.71E+01   8.93E+05   4.45E+00
congl+emb3    453         573   2.61E+00   2.71E+01   1.02E+06   4.70E+00
congl+emb3    453         574   2.66E+00   2.62E+01   9.68E+05   4.00E+00
congl+emb3    453         575   2.68E+00   2.33E+01   9.70E+05   4.06E+00
congl+emb4    454         576   2.66E+00   2.42E+01   1.06E+06   4.14E+00
congl+emb4    454         577   2.70E+00   2.67E+01   9.20E+05   4.03E+00
congl+emb4    454         578   2.68E+00   2.55E+01   9.95E+05   4.40E+00
congl+emb4    454         579   2.72E+00   2.39E+01   9.78E+05   3.85E+00
congl+emb4    454         580   2.67E+00   2.40E+01   1.01E+06   4.22E+00
congl+emb4    454         581   2.72E+00   2.31E+01   1.06E+06   4.16E+00
congl+emb4    454         582   2.67E+00   1.98E+01   1.02E+06   4.83E+00
congl+emb4    454         583   2.69E+00   2.30E+01   1.02E+06   4.21E+00
congl+emb4    454         584   2.74E+00   2.28E+01   1.02E+06   4.56E+00
congl+emb4    454         585   2.66E+00   1.93E+01   1.11E+06   4.43E+00
congl+emb4    454         586   2.64E+00   2.35E+01   9.82E+05   3.91E+00
congl+emb4    454         587   2.73E+00   1.99E+01   9.81E+05   4.55E+00
congl+emb4    454         588   2.67E+00   2.16E+01   1.11E+06   4.32E+00
congl+emb4    454         589   2.65E+00   1.76E+01   1.15E+06   4.15E+00
congl+emb4    454         590   2.65E+00   1.96E+01   1.03E+06   4.27E+00
congl+emb4    454         591   2.73E+00   1.88E+01   9.44E+05   4.75E+00
congl+emb4    454         592   2.69E+00   1.89E+01   1.04E+06   4.72E+00
congl+emb4    454         593   2.68E+00   1.71E+01   1.11E+06   4.22E+00
congl+emb4    454         594   2.68E+00   1.69E+01   1.06E+06   4.56E+00
congl+emb4    454         595   2.73E+00   1.61E+01   1.15E+06   4.52E+00
congl+emb4    454         596   2.71E+00   1.58E+01   1.14E+06   4.53E+00
congl+emb4    454         597   2.74E+00   1.52E+01   1.23E+06   4.62E+00
congl+emb4    454         598   2.75E+00   1.31E+01   1.13E+06   4.47E+00
congl+emb4    454         599   2.69E+00   1.38E+01   1.18E+06   5.35E+00
congl+emb4    454         600   2.74E+00   1.50E+01   1.20E+06   5.00E+00
congl+emb4    454         601   2.77E+00   1.46E+01   1.07E+06   4.52E+00
congl+emb4    454         602   2.76E+00   1.29E+01   1.14E+06   4.79E+00
congl+emb4    454         603   2.74E+00   1.19E+01   1.23E+06   4.42E+00
congl+emb4    454         604   2.73E+00   1.28E+01   1.17E+06   4.68E+00
congl+emb4    454         605   2.75E+00   1.24E+01   1.15E+06   4.99E+00
congl+emb4    454         606   2.70E+00   1.13E+01   1.15E+06   4.96E+00
congl+emb4    454         607   2.71E+00   9.50E+00   1.25E+06   4.41E+00
congl+emb4    454         608   2.72E+00   9.52E+00   1.18E+06   4.89E+00
congl+emb4    454         609   2.76E+00   9.20E+00   1.21E+06   4.99E+00
congl+emb4    454         610   2.73E+00   9.51E+00   1.26E+06   5.41E+00
congl+emb4    454         611   2.77E+00   8.94E+00   1.12E+06   4.86E+00
congl+emb4    454         612   2.79E+00   7.82E+00   1.14E+06   5.13E+00
congl+emb4    454         613   2.75E+00   7.60E+00   1.33E+06   4.68E+00
congl+emb4    454         614   2.80E+00   7.89E+00   1.29E+06   4.54E+00
congl+emb4    454         615   2.84E+00   6.62E+00   1.21E+06   4.63E+00
congl+emb4    454         616   2.79E+00   7.15E+00   1.19E+06   4.95E+00
congl+emb4    454         617   2.79E+00   6.03E+00   1.16E+06   5.12E+00
congl+emb4    454         618   2.77E+00   5.08E+00   1.18E+06   5.15E+00
congl+emb4    454         619   2.78E+00   4.66E+00   1.23E+06   5.21E+00
congl+emb4    454         620   2.84E+00   4.80E+00   1.29E+06   5.02E+00
congl+emb4    454         621   2.77E+00   4.32E+00   1.31E+06   4.95E+00
congl+emb4    454         622   2.81E+00   3.78E+00   1.27E+06   5.19E+00
congl+emb4    454         623   2.81E+00   2.94E+00   1.22E+06   4.67E+00
congl+emb4    454         624   2.80E+00   2.58E+00   1.18E+06   5.04E+00
congl+emb4    454         625   2.78E+00   2.17E+00   1.19E+06   5.01E+00
congl+emb4    454         626   2.81E+00   1.67E+00   1.32E+06   5.24E+00
congl+emb4    454         627   2.78E+00   1.09E+00   1.41E+06   5.20E+00
embasamento     5         628   2.83E+00   6.86E-01   1.40E+06   5.26E+00
embasamento     5         629   2.81E+00   7.13E-01   1.37E+06   5.00E+00
embasamento     5         630   2.81E+00   7.30E-01   1.32E+06   5.49E+00
embasamento     5         631   2.77E+00   6.60E-01   1.33E+06   4.39E+00
embasamento     5         632   2.78E+00   7.17E-01   1.38E+06   5.50E+00
embasamento     5         633   2.77E+00   6.89E-01   1.39E+06   5.44E+00
embasamento     5         634   2.84E+00   7.14E-01   1.38E+06   5.44E+00
embasamento     5         635   2.84E+00   7.35E-01   1.36E+06   4.47E+00
embasamento     5         636   2.84E+00   7.12E-01   1.34E+06   4.88E+00
embasamento     5         637   2.77E+00   6.45E-01   1.39E+06   5.03E+00
embasamento     5         638   2.74E+00   6.90E-01   1.38E+06   5.22E+00
embasamento     5         639   2.74E+00   7.49E-01   1.35E+06   5.33E+00
embasamento     5         640   2.80E+00   6.99E-01   1.21E+06   4.78E+00
embasamento     5         641   2.84E+00   7.08E-01   1.27E+06   5.09E+00
embasamento     5         642   2.78E+00   6.89E-01   1.28E+06   5.01E+00
embasamento     5         643   2.79E+00   7.95E-01   1.28E+06   5.09E+00
embasamento     5         644   2.71E+00   6.39E-01   1.31E+06   4.98E+00
embasamento     5         645   2.79E+00   6.58E-01   1.21E+06   5.11E+00
embasamento     5         646   2.75E+00   6.60E-01   1.21E+06   4.64E+00
embasamento     5         647   2.78E+00   6.67E-01   1.29E+06   5.52E+00
embasamento     5         648   2.80E+00   7.19E-01   1.45E+06   4.91E+00
embasamento     5         649   2.79E+00   6.96E-01   1.33E+06   5.14E+00
embasamento     5         650   2.79E+00   7.60E-01   1.33E+06   5.31E+00
embasamento     5         651   2.77E+00   7.02E-01   1.33E+06   4.51E+00
embasamento     5         652   2.73E+00   7.12E-01   1.25E+06   5.02E+00
embasamento     5         653   2.79E+00   6.97E-01   1.39E+06   5.33E+00
embasamento     5         654   2.79E+00   6.21E-01   1.33E+06   5.23E+00
embasamento     5         655   2.86E+00   7.51E-01   1.37E+06   4.64E+00
embasamento     5         656   2.77E+00   7.02E-01   1.33E+06   5.09E+00
embasamento     5         657   2.83E+00   6.60E-01   1.26E+06   5.33E+00
embasamento     5         658   2.75E+00   6.38E-01   1.15E+06   5.14E+00
embasamento     5         659   2.81E+00   7.28E-01   1.42E+06   5.06E+00
embasamento     5         660   2.80E+00   7.03E-01   1.30E+06   5.20E+00
embasamento     5         661   2.77E+00   7.42E-01   1.32E+06   5.08E+00
embasamento     5         662   2.80E+00   7.05E-01   1.33E+06   4.99E+00
embasamento     5         663   2.80E+00   6.55E-01   1.32E+06   5.29E+00
embasamento     5         664   2.83E+00   7.46E-01   1.23E+06   5.05E+00
embasamento     5         665   2.81E+00   6.57E-01   1.37E+06   4.99E+00
embasamento     5         666   2.80E+00   6.97E-01   1.23E+06   5.37E+00
embasamento     5         667   2.79E+00   6.62E-01   1.17E+06   4.35E+00
embasamento     5         668   2.82E+00   7.06E-01   1.37E+06   5.01E+00
embasamento     5         669   2.79E+00   7.02E-01   1.22E+06   4.77E+00
embasamento     5         670   2.76E+00   7.05E-01   1.33E+06   4.63E+00
embasamento     5         671   2.79E+00   6.96E-01   1.21E+06   5.12E+00
embasamento     5         672   2.84E+00   7.08E-01   1.26E+06   5.03E+00
embasamento     5         673   2.82E+00   6.77E-01   1.39E+06   5.14E+00
embasamento     5         674   2.82E+00   7.31E-01   1.27E+06   5.16E+00
embasamento     5         675   2.79E+00   6.89E-01   1.29E+06   5.00E+00
embasamento     5         676   2.77E+00   7.57E-01   1.21E+06   4.39E+00
embasamento     5         677   2.85E+00   7.17E-01   1.24E+06   4.70E+00
embasamento     5         678   2.79E+00   7.10E-01   1.38E+06   5.30E+00
embasamento     5         679   2.80E+00   6.23E-01   1.43E+06   4.81E+00
embasamento     5         680   2.78E+00   6.85E-01   1.17E+06   4.63E+00
embasamento     5         681   2.79E+00   7.60E-01   1.24E+06   4.63E+00
embasamento     5         682   2.81E+00   7.25E-01   1.28E+06   4.78E+00
embasamento     5         683   2.84E+00   6.59E-01   1.36E+06   4.67E+00
embasamento     5         684   2.77E+00   6.72E-01   1.26E+06   4.78E+00
embasamento     5         685   2.80E+00   6.57E-01   1.37E+06   4.85E+00
embasamento     5         686   2.81E+00   6.77E-01   1.29E+06   5.42E+00
embasamento     5         687   2.81E+00   6.93E-01   1.29E+06   4.87E+00
embasamento     5         688   2.77E+00   6.36E-01   1.38E+06   5.08E+00
embasamento     5         689   2.80E+00   6.76E-01   1.32E+06   4.85E+00
embasamento     5         690   2.87E+00   7.02E-01   1.36E+06   5.56E+00
embasamento     5         691   2.86E+00   6.98E-01   1.24E+06   4.61E+00
embasamento     5         692   2.77E+00   6.91E-01   1.39E+06   5.30E+00
embasamento     5         693   2.85E+00   6.76E-01   1.26E+06   4.76E+00
embasamento     5         694   2.81E+00   6.97E-01   1.32E+06   5.82E+00
embasamento     5         695   2.80E+00   6.79E-01   1.21E+06   4.40E+00
embasamento     5         696   2.79E+00   7.13E-01   1.33E+06   5.60E+00
embasamento     5         697   2.81E+00   6.95E-01   1.32E+06   5.02E+00
