Well_Name	Facies	Depth	GR	ILD_log10	DeltaPHI	PHIND
SHRIMPLIN	9	3019.0	28.33	706	0.5	11.79
SHRIMPLIN	9	3019.5	31.12	704	1.7	11325
SHRIMPLIN	9	3020.0	28.68	709	1.9	11165
SHRIMPLIN	9	3020.5	31.67	721	1.6	10535
SHRIMPLIN	9	3021.0	39.75	733	0.9	10.04
SHRIMPLIN	9	3021.5	36.56	747	2.0	8545
SHRIMPLIN	9	3022.0	36.56	747	2.0	8545
SHRIMPLIN	9	3022.5	37.21	764	2.7	7.73
SHRIMPLIN	9	3023.0	35.8	777	2.5	8195
SHRIMPLIN	9	3023.5	36.56	784	1.4	10.29
SHRIMPLIN	8	3024.0	27.96	791	1.6	12.12
SHRIMPLIN	8	3024.5	26.3	797	2.1	12385
SHRIMPLIN	8	3025.0	19.97	803	1.9	11.12
SHRIMPLIN	8	3025.5	17.92	808	1.5	9.73
SHRIMPLIN	8	3026.0	17.92	808	1.5	9.73
SHRIMPLIN	8	3026.5	16.51	814	2.0	8275
SHRIMPLIN	8	3027.0	21.94	0.82	3.3	7.68
SHRIMPLIN	8	3027.5	32.54	821	2.5	7445
SHRIMPLIN	8	3028.0	47.7	814	1.6	7.34
SHANKLE	2	2774.5	98.36	642	-0.1	18685
SHANKLE	2	2775.0	97.57	631	7.9	16745
SHANKLE	2	2775.5	98.41	615	12.8	14105
SHANKLE	2	2776.0	85.92	597	13.0	13385
SHANKLE	2	2776.5	83.16	592	12.3	13345
SHANKLE	2	2777.0	82.56	599	12.9	13105
SHANKLE	2	2777.5	83.12	611	13.2	14.0
SHANKLE	2	2778.0	84.26	0.62	12.8	13685
SHANKLE	2	2778.5	86.29	627	13.2	13.92
SHANKLE	2	2779.0	80.95	629	13.0	13975
SHANKLE	2	2779.5	79.07	629	13.0	14235
SHANKLE	2	2780.0	75.31	626	11.4	13.17
SHANKLE	2	2780.5	69.3	625	10.1	12.32
SHANKLE	2	2781.0	69.16	626	9.0	11805
SHANKLE	2	2781.5	69.03	624	10.0	11.72
SHANKLE	2	2782.0	64.95	622	10.1	11.75
SHANKLE	2	2782.5	78.95	607	12.0	12155
SHANKLE	2	2783.0	82.36	0.58	11.7	12955
SHANKLE	2	2783.5	80.27	543	11.1	12865
SHANKLE	2	2784.0	78.87	507	8.5	12.23
SHANKLE	2	2784.5	66.38	473	6.2	11.89
SHANKLE	1	2785.0	58.63	444	4.4	12.44
SHANKLE	1	2785.5	59.16	413	3.7	13.64
SHANKLE	1	2786.0	52.86	378	2.5	14.49
SHANKLE	1	2786.5	54.32	344	1.1	15085
SHANKLE	1	2787.0	53.27	0.32	-0.3	14985
SHANKLE	1	2787.5	52.34	312	-0.1	14945
SHANKLE	1	2788.0	58.01	0.31	0.9	15055
SHANKLE	1	2788.5	55.38	307	1.6	15.28
SHANKLE	1	2789.0	55.18	301	1.7	15905
SHANKLE	1	2789.5	55.09	292	0.8	16485
SHANKLE	1	2790.0	58.89	288	0.3	17.33
SHANKLE	1	2790.5	56.51	294	-0.5	17.77
SHANKLE	1	2791.0	57.27	0.31	-0.1	17.9
SHANKLE	1	2791.5	58.42	328	0.3	17.97
SHANKLE	1	2792.0	58.99	346	0.9	18.3
SHANKLE	1	2792.5	59.99	367	1.5	19.49
SHANKLE	1	2793.0	62.66	389	1.7	20135
SHANKLE	1	2793.5	60.46	408	2.1	20495
SHANKLE	1	2794.0	60.85	415	1.1	20.34
SHANKLE	1	2794.5	63.8	408	1.1	20015
SHANKLE	1	2795.0	63.82	387	1.0	19615
SHANKLE	1	2795.5	66.97	367	0.3	19.01
SHANKLE	1	2796.0	69.67	362	-0.2	18.66
SHANKLE	1	2796.5	70.72	367	1.1	17.45
SHANKLE	1	2797.0	85.75	377	5.1	18705
SHANKLE	1	2797.5	89.58	389	8.5	19555
SHANKLE	2	2798.0	87.45	396	6.0	20265
SHANKLE	2	2798.5	84.45	405	3.2	16485
SHANKLE	1	2799.0	71.4	415	2.2	12965
SHANKLE	1	2799.5	70.13	423	4.0	11.34
SHANKLE	1	2800.0	70.92	428	4.5	12.33
SHANKLE	1	2800.5	68.34	427	4.7	13295
SHANKLE	1	2801.0	76.04	422	7.1	16445
SHANKLE	1	2801.5	89.18	412	9.1	24.17
SHANKLE	2	2802.0	86.72	396	7.6	28165
SHANKLE	2	2802.5	73.95	384	3.9	26.97
SHANKLE	2	2803.0	59.22	382	2.1	20215
SHANKLE	2	2803.5	70.19	389	4.4	16.27
SHANKLE	2	2804.0	71.73	423	18.6	22.62
SHANKLE	2	2804.5	75.15	494	16.4	33.13
SHANKLE	3	2805.0	75.28	572	1.7	36.13
SHANKLE	3	2805.5	46.04	645	-17.8	28075
SHANKLE	8	2806.0	46.04	645	-17.8	28075
SHANKLE	8	2807.0	26.73	748	-9.0	9105
SHANKLE	8	2807.5	36.5	794	0.1	5945
SHANKLE	8	2808.0	52.24	867	4.2	7395
SHANKLE	6	2808.5	61.32	925	9.4	8825
SHANKLE	6	2809.0	56.15	965	12.2	8.85
SHANKLE	6	2809.5	55.07	985	10.9	7225
SHANKLE	6	2810.0	64.81	974	7.7	5565
SHANKLE	6	2810.5	87.83	952	4.6	4495
SHANKLE	6	2811.0	88.06	956	2.5	4.19
SHANKLE	6	2811.5	75.07	971	0.8	4695
SHANKLE	6	2812.0	65.29	1009	1.4	5175
SHANKLE	6	2812.5	74.26	1064	4.3	6455
SHANKLE	6	2813.0	73.01	1102	5.3	7235
SHANKLE	8	2813.5	64.61	1121	4.4	7765
SHANKLE	8	2814.0	40.57	1125	1.7	7655
SHANKLE	8	2814.5	30.41	1109	-0.2	7.95
SHANKLE	8	2815.0	22.91	1115	-1.4	7585
SHANKLE	8	2815.5	24.62	1.13	-2.1	6.74
SHANKLE	8	2816.0	25.02	1124	-2.4	5865
SHANKLE	8	2816.5	27.77	1097	-2.0	5575
SHANKLE	6	2817.0	37.24	1069	1.1	6.59
SHANKLE	6	2817.5	65.59	1028	4.9	8.1
SHANKLE	6	2818.0	87.34	989	8.7	9485
SHANKLE	6	2818.5	79.54	0.96	10.0	10025
SHANKLE	6	2819.0	79.63	937	10.7	10155
SHANKLE	6	2819.5	75.6	907	6.7	8985
SHANKLE	6	2820.0	52.75	918	1.9	8955
SHANKLE	6	2820.5	45.65	946	-2.7	9.75
SHANKLE	6	2821.0	51.75	993	-4.6	9235
SHANKLE	6	2821.5	53.57	1.05	-4.6	7.61
SHANKLE	6	2822.0	60.94	1107	-2.1	5.46
SHANKLE	6	2822.5	71.14	1135	-1.1	4.55
SHANKLE	6	2823.0	85.69	1133	0.1	3965
SHANKLE	6	2823.5	73.63	1094	0.8	3.9
SHANKLE	6	2824.0	66.27	1029	1.9	4185
SHANKLE	6	2824.5	81.99	956	3.5	5795
SHANKLE	6	2825.0	93.29	908	6.6	8635
SHANKLE	6	2825.5	105.48	867	8.5	13285
SHANKLE	4	2826.0	100.58	817	6.2	16.07
SHANKLE	3	2826.5	76.2	688	3.9	16375
SHANKLE	3	2827.0	72.8	626	-14.8	30425
SHANKLE	3	2827.5	72.87	582	-19.0	39125
SHANKLE	3	2828.0	72.37	553	-16.2	45275
SHANKLE	3	2828.5	78.74	531	-8.6	44.37
SHANKLE	3	2829.0	79.41	513	-10.2	43805
SHANKLE	3	2829.5	83.27	493	-6.5	39435
SHANKLE	3	2830.0	85.55	0.48	0.2	34.29
SHANKLE	3	2830.5	87.65	477	6.5	33645
SHANKLE	3	2831.0	85.37	486	-1.7	35.66
SHANKLE	3	2831.5	82.87	515	-4.1	36645
SHANKLE	3	2832.0	81.99	567	-3.2	32775
SHANKLE	3	2832.5	78.95	625	-7.9	31.68
SHANKLE	3	2833.0	72.05	684	-14.4	28625
SHANKLE	3	2833.5	71.81	736	-14.8	24055
SHANKLE	3	2834.0	57.61	772	2.6	12.49
SHANKLE	3	2834.5	54.12	809	7.8	8.38
SHANKLE	3	2835.0	53.58	863	6.8	8.2
SHANKLE	3	2835.5	61.12	901	7.1	8695
SHANKLE	3	2836.0	61.73	916	8.0	9.35
SHANKLE	3	2836.5	62.92	921	8.4	9.06
SHANKLE	2	2837.0	66.91	912	6.2	8.57
SHANKLE	2	2837.5	66.22	893	4.0	7775
SHANKLE	1	2838.0	62.81	874	2.5	7255
SHANKLE	1	2838.5	60.15	852	1.3	7185
SHANKLE	1	2839.0	53.38	819	-0.1	7125
SHANKLE	1	2839.5	54.04	774	1.1	7255
SHANKLE	1	2840.0	55.65	732	2.1	8.18
SHANKLE	1	2840.5	56.33	699	3.0	9.33
SHANKLE	1	2841.0	55.76	667	1.8	10295
SHANKLE	1	2841.5	56.24	629	1.7	10175
SHANKLE	1	2842.0	52.72	0.59	2.2	9.88
SHANKLE	1	2842.5	58.18	551	2.5	10.15
SHANKLE	1	2843.0	58.55	519	2.5	11.1
SHANKLE	1	2843.5	58.18	493	1.5	11.88
SHANKLE	1	2844.0	58.5	467	2.1	12195
SHANKLE	1	2844.5	59.23	446	2.3	13045
SHANKLE	1	2845.0	57.02	0.43	3.1	13625
SHANKLE	1	2845.5	56.18	425	2.3	14215
SHANKLE	1	2846.0	61.06	425	1.4	13465
SHANKLE	1	2846.5	68.79	433	1.9	13145
SHANKLE	1	2847.0	71.58	449	7.0	14.36
SHANKLE	1	2847.5	79.53	471	8.1	17515
SHANKLE	3	2848.0	80.39	491	2.7	20055
SHANKLE	3	2848.5	79.08	508	-4.0	19.3
SHANKLE	3	2849.0	78.83	517	-4.1	15.79
SHANKLE	3	2849.5	78.07	526	4.6	14.23
SHANKLE	3	2850.0	83.28	0.55	1.2	25065
SHANKLE	3	2850.5	76.44	597	-19.9	49715
SHANKLE	8	2852.5	39.3	803	-7.5	16885
SHANKLE	8	2853.0	28.1	0.88	-2.4	10105
SHANKLE	8	2853.5	28.38	1002	-4.3	7285
SHANKLE	8	2854.0	27.36	1161	-3.0	5.12
SHANKLE	8	2854.5	30.42	1291	0.2	4.05
SHANKLE	6	2855.0	32.31	1311	2.5	3865
SHANKLE	6	2855.5	33.19	1213	1.7	4915
SHANKLE	6	2856.0	37.18	1051	1.6	5.02
SHANKLE	6	2856.5	37.32	888	1.4	5.46
SHANKLE	6	2857.0	39.77	781	-2.5	13875
SHANKLE	3	2857.5	45.45	732	-15.7	31775
SHANKLE	3	2858.0	69.72	702	-19.0	38.6
SHANKLE	2	2859.0	78.06	668	-13.9	28955
SHANKLE	2	2859.5	78.18	643	-7.2	21.33
SHANKLE	2	2860.0	78.8	638	0.8	12435
SHANKLE	2	2860.5	73.13	667	2.6	9145
SHANKLE	2	2861.0	66.19	0.7	3.0	8185
SHANKLE	2	2861.5	67.14	727	3.8	8.49
SHANKLE	2	2862.0	66.86	746	6.2	9.41
SHANKLE	2	2862.5	67.83	747	8.8	10.57
SHANKLE	2	2863.0	66.01	726	10.4	11.44
SHANKLE	2	2863.5	63.89	698	10.4	11.56
SHANKLE	2	2864.0	62.15	0.67	9.0	11.04
SHANKLE	2	2864.5	63.38	637	9.2	10.57
SHANKLE	2	2865.0	62.83	617	9.6	10765
SHANKLE	2	2865.5	62.75	616	11.2	10.75
SHANKLE	2	2866.0	59.66	617	11.2	10465
SHANKLE	2	2866.5	67.99	625	14.3	11855
SHANKLE	2	2867.0	67.75	645	13.2	18745
SHANKLE	3	2867.5	76.63	676	1.3	28.06
SHANKLE	3	2868.0	78.56	705	-6.0	27415
SHANKLE	3	2868.5	69.82	736	-11.1	21085
SHANKLE	2	2869.0	63.21	767	0.3	9.5
SHANKLE	2	2869.5	56.18	799	2.0	5.64
SHANKLE	2	2870.0	60.86	798	2.6	6.47
SHANKLE	2	2870.5	67.52	712	5.3	9.15
SHANKLE	2	2871.0	68.79	619	11.5	17.22
SHANKLE	3	2871.5	76.18	0.54	1.2	32.92
SHANKLE	3	2872.0	74.5	486	-2.1	38485
SHANKLE	3	2872.5	63.06	464	-4.1	36.14
SHANKLE	6	2873.0	40.97	0.47	2.2	25745
SHANKLE	6	2873.5	35.02	481	2.2	17.06
SHANKLE	6	2874.0	30.28	498	-1.7	10485
SHANKLE	6	2874.5	27.63	524	-3.1	5835
SHANKLE	6	2875.0	28.84	567	-1.3	3865
SHANKLE	6	2875.5	34.92	643	1.9	4385
SHANKLE	6	2876.0	46.06	732	5.2	6805
SHANKLE	3	2876.5	60.36	793	9.5	9275
SHANKLE	3	2877.0	79.94	804	12.1	10.99
SHANKLE	3	2877.5	81.32	779	13.0	11.5
SHANKLE	3	2878.0	80.39	738	10.7	10.86
SHANKLE	3	2878.5	77.93	702	8.6	10.29
SHANKLE	3	2879.0	75.73	679	6.8	9.89
SHANKLE	2	2879.5	66.0	669	6.5	9.98
SHANKLE	2	2880.0	74.79	666	5.8	9985
SHANKLE	2	2880.5	64.77	665	4.6	9.89
SHANKLE	2	2881.0	62.9	659	3.9	10335
SHANKLE	2	2881.5	64.65	646	4.8	11.02
SHANKLE	2	2882.0	63.61	625	6.2	11625
SHANKLE	3	2882.5	79.7	591	6.8	11865
SHANKLE	3	2883.0	80.43	544	6.1	11935
SHANKLE	3	2883.5	78.5	498	7.3	12.61
SHANKLE	2	2884.0	67.3	456	8.3	14.11
SHANKLE	2	2884.5	64.18	418	7.6	15635
SHANKLE	2	2885.0	55.59	387	6.5	16275
SHANKLE	2	2885.5	61.6	362	5.1	16055
SHANKLE	2	2886.0	59.33	346	5.8	15965
SHANKLE	2	2886.5	63.11	348	6.4	15.65
SHANKLE	2	2887.0	62.47	358	7.7	15.31
SHANKLE	2	2887.5	69.97	358	7.7	14.55
SHANKLE	2	2888.0	71.32	358	8.0	14.36
SHANKLE	2	2888.5	71.32	358	8.0	14.36
SHANKLE	2	2889.0	72.08	358	8.6	14.54
SHANKLE	2	2889.5	72.65	356	9.8	15115
SHANKLE	2	2890.0	69.38	354	8.1	15995
SHANKLE	2	2890.5	63.68	348	5.7	17015
SHANKLE	2	2891.0	63.96	328	5.1	17755
SHANKLE	2	2891.5	61.06	305	4.9	18465
SHANKLE	2	2892.0	68.77	286	5.3	19315
SHANKLE	2	2892.5	69.94	274	5.0	20.22
SHANKLE	1	2893.0	68.94	0.27	4.6	20435
SHANKLE	1	2893.5	68.13	279	3.8	20185
SHANKLE	1	2894.0	69.83	301	3.1	19.13
SHANKLE	1	2894.5	69.72	326	2.3	18115
SHANKLE	1	2895.0	79.64	0.35	3.0	16.33
SHANKLE	2	2895.5	83.41	367	5.6	14845
SHANKLE	3	2896.0	85.63	386	7.6	14515
SHANKLE	3	2896.5	88.6	412	5.2	18.02
SHANKLE	3	2897.0	81.3	453	-5.5	25095
SHANKLE	3	2897.5	81.46	505	-12.1	35.24
SHANKLE	2	2899.5	67.06	607	-13.2	25315
SHANKLE	2	2900.0	63.21	607	-0.6	16415
SHANKLE	2	2900.5	62.1	607	0.7	15.25
SHANKLE	1	2901.0	59.12	599	-1.9	15465
SHANKLE	1	2901.5	53.43	0.58	1.5	12685
SHANKLE	1	2902.0	55.43	556	3.9	11.32
SHANKLE	1	2902.5	50.01	528	2.1	12.39
SHANKLE	1	2903.0	54.96	493	1.2	12.93
SHANKLE	1	2903.5	56.29	456	0.7	13.1
SHANKLE	1	2904.0	57.56	425	1.3	13.6
SHANKLE	1	2904.5	59.71	396	0.8	13875
SHANKLE	1	2905.0	59.88	371	1.2	14.2
SHANKLE	1	2905.5	62.44	352	1.5	14.5
SHANKLE	1	2906.0	65.13	342	1.4	15285
SHANKLE	1	2906.5	60.4	338	1.2	15.91
SHANKLE	1	2907.0	63.4	346	0.1	15585
SHANKLE	1	2907.5	65.4	358	1.4	14.44
SHANKLE	1	2908.0	60.44	371	3.0	13.57
SHANKLE	1	2908.5	71.83	384	5.6	13.74
SHANKLE	1	2909.0	78.1	389	7.1	14.31
SHANKLE	1	2909.5	82.34	386	7.7	14.44
SHANKLE	1	2910.0	85.94	384	7.7	14.25
SHANKLE	1	2910.5	71.56	0.38	8.2	14.51
SHANKLE	1	2911.0	69.26	373	7.2	15655
SHANKLE	1	2911.5	65.79	365	6.0	16385
SHANKLE	1	2912.0	58.76	354	3.5	16.94
SHANKLE	1	2912.5	60.11	342	1.3	17025
SHANKLE	1	2913.0	62.0	344	0.3	17325
SHANKLE	1	2913.5	61.56	354	0.6	17815
SHANKLE	1	2914.0	58.39	362	1.3	18575
SHANKLE	1	2914.5	62.03	362	-0.8	18.52
SHANKLE	1	2915.0	58.92	348	-1.6	17575
SHANKLE	1	2915.5	62.43	324	-0.2	16275
SHANKLE	1	2916.0	63.32	292	4.0	16375
SHANKLE	1	2916.5	64.42	262	5.9	17115
SHANKLE	2	2917.0	63.11	243	5.9	18435
SHANKLE	2	2917.5	63.11	243	5.9	18435
SHANKLE	2	2918.0	68.73	236	4.7	18565
SHANKLE	2	2918.5	68.82	243	3.7	18135
SHANKLE	2	2919.0	63.27	258	3.9	16665
SHANKLE	2	2919.5	63.95	279	5.0	15155
SHANKLE	2	2920.0	73.72	301	7.0	13.77
SHANKLE	2	2920.5	70.47	324	8.1	14.83
SHANKLE	3	2921.0	78.62	354	0.5	24675
SHANKLE	3	2921.5	81.91	398	-9.6	35.2
SHANKLE	3	2922.0	77.68	459	-6.8	44645
SHANKLE	3	2922.5	74.51	538	-7.4	51805
SHANKLE	3	2923.0	66.9	605	-13.0	46795
SHANKLE	6	2924.0	26.06	725	-12.9	16.17
SHANKLE	6	2924.5	20.73	796	3.7	4785
SHANKLE	6	2925.0	18.4	876	7.6	4555
SHANKLE	6	2925.5	20.07	941	9.7	6745
SHANKLE	6	2926.0	20.85	903	7.7	9415
SHANKLE	6	2926.5	24.51	809	4.3	11.98
SHANKLE	3	2927.0	37.82	722	-0.1	19085
SHANKLE	3	2930.0	79.36	0.47	-6.0	35.77
SHANKLE	3	2930.5	78.41	468	-6.4	33.73
SHANKLE	3	2931.0	70.0	453	-8.4	31445
SHANKLE	3	2931.5	67.67	0.43	-9.9	31.45
SHANKLE	3	2932.0	67.38	391	-7.6	30565
SHANKLE	3	2932.5	70.08	0.34	-2.9	33215
SHANKLE	3	2933.0	72.4	0.29	-0.2	39915
SHANKLE	3	2933.5	70.73	241	-4.0	41445
SHANKLE	3	2934.0	65.14	193	-1.9	37005
SHANKLE	7	2934.5	52.05	152	5.9	29525
SHANKLE	7	2935.0	30.56	121	12.2	27265
SHANKLE	7	2935.5	25.47	97	10.8	27915
SHANKLE	7	2936.0	25.34	93	6.4	27115
SHANKLE	7	2936.5	31.3	111	3.8	26515
SHANKLE	7	2937.0	45.23	146	3.6	24.38
SHANKLE	7	2937.5	53.09	196	4.7	22525
SHANKLE	7	2938.0	53.66	255	2.1	19515
SHANKLE	7	2938.5	48.3	318	-1.1	16.71
SHANKLE	8	2939.0	47.58	386	-1.3	14275
SHANKLE	8	2939.5	44.54	456	0.5	12.48
SHANKLE	8	2940.0	45.57	531	1.6	11.42
SHANKLE	8	2940.5	49.17	607	1.0	10.82
SHANKLE	8	2941.0	58.97	0.68	0.6	10535
SHANKLE	8	2941.5	78.86	744	0.7	10.32
SHANKLE	8	2942.0	100.24	797	1.4	10.38
SHANKLE	8	2942.5	97.94	842	0.8	10.56
SHANKLE	8	2943.0	94.67	881	-0.5	10.57
SHANKLE	8	2943.5	78.63	914	-1.0	10.18
SHANKLE	8	2944.0	97.99	932	-1.9	9.31
SHANKLE	8	2944.5	130.86	921	-2.5	8.1
SHANKLE	8	2945.0	167.9	883	-0.8	6.22
SHANKLE	8	2945.5	191.7	822	4.2	5195
SHANKLE	3	2946.0	149.65	711	-5.9	24.32
SHANKLE	3	2948.0	75.83	571	-9.4	34.61
SHANKLE	3	2948.5	66.28	0.56	2.5	28.99
SHANKLE	3	2949.0	69.44	567	-0.2	27455
SHANKLE	3	2949.5	69.67	584	-1.6	24.68
SHANKLE	3	2950.0	72.32	609	-2.1	21265
SHANKLE	3	2950.5	72.26	634	5.3	16795
SHANKLE	3	2951.0	66.6	652	8.9	13.99
SHANKLE	3	2951.5	66.67	659	10.7	14.42
SHANKLE	3	2952.0	67.49	661	9.3	15755
SHANKLE	3	2952.5	69.17	657	6.3	17.91
SHANKLE	3	2953.0	67.63	649	6.3	17.22
SHANKLE	3	2953.5	74.65	639	7.1	16125
SHANKLE	3	2954.0	69.34	626	6.4	16405
SHANKLE	3	2954.5	67.71	616	3.6	17.57
SHANKLE	3	2955.0	69.85	0.61	2.9	18.53
SHANKLE	3	2955.5	72.99	606	6.6	17785
SHANKLE	3	2956.0	72.73	605	3.5	21265
SHANKLE	3	2956.5	71.24	606	-3.0	23.97
SHANKLE	3	2957.0	65.18	607	-1.1	24.32
SHANKLE	3	2957.5	76.51	0.61	3.1	23925
SHANKLE	3	2958.0	72.51	615	0.3	27215
SHANKLE	3	2958.5	73.66	622	-8.0	30125
SHANKLE	3	2959.0	72.96	627	-12.3	29985
SHANKLE	3	2959.5	66.05	628	-9.4	26215
SHANKLE	3	2960.0	75.61	624	-1.1	21255
SHANKLE	3	2960.5	68.69	621	6.8	16645
SHANKLE	3	2961.0	67.49	621	5.2	17925
SHANKLE	3	2961.5	71.32	0.62	2.0	18325
SHANKLE	3	2962.0	69.16	616	3.5	16405
SHANKLE	3	2962.5	72.18	611	5.7	15525
SHANKLE	3	2963.0	67.16	606	4.4	16.48
SHANKLE	3	2963.5	72.36	606	1.5	18.61
SHANKLE	3	2964.0	76.08	614	0.8	19615
SHANKLE	3	2964.5	75.85	626	1.8	21045
SHANKLE	3	2965.0	72.11	633	-3.6	22505
SHANKLE	3	2965.5	73.8	635	-9.0	22545
SHANKLE	3	2966.0	71.57	636	-5.1	17625
SHANKLE	3	2966.5	71.38	629	1.0	14.06
SHANKLE	3	2967.0	72.44	622	6.2	14855
SHANKLE	3	2967.5	74.87	622	5.8	19845
SHANKLE	3	2968.0	76.01	621	-2.7	23955
SHANKLE	3	2968.5	76.11	618	-9.0	25.4
SHANKLE	3	2969.0	76.47	624	-3.5	24095
SHANKLE	3	2969.5	70.18	628	-5.4	24.15
SHANKLE	3	2970.0	71.13	623	-10.2	24425
SHANKLE	3	2970.5	74.62	612	-13.2	21.35
SHANKLE	3	2971.0	75.04	597	-3.6	17.66
SHANKLE	3	2971.5	71.03	576	7.1	16.71
SHANKLE	3	2972.0	79.47	575	-9.8	35285
SHANKLE	3	2972.5	76.72	603	-9.9	51.3
SHANKLE	3	2973.0	75.01	654	-18.3	55915
SHANKLE	6	2974.5	19.52	0.7	1.0	9.78
SHANKLE	8	2975.0	28.87	721	8.8	9.73
SHANKLE	8	2975.5	29.43	781	9.1	11.93
SHANKLE	8	2976.0	29.4	825	7.9	12695
SHANKLE	8	2976.5	31.05	837	6.4	11.9
SHANKLE	8	2977.0	35.29	818	6.4	10875
SHANKLE	5	2977.5	32.75	778	3.5	9.39
SHANKLE	5	2978.0	35.61	738	3.0	8.16
SHANKLE	5	2978.5	36.27	705	5.0	7.4
SHANKLE	5	2979.0	36.51	0.67	7.7	8.56
SHANKLE	5	2979.5	35.86	633	8.6	10.67
SHANKLE	7	2980.0	33.77	599	8.1	12535
SHANKLE	7	2980.5	28.53	567	7.7	13935
SHANKLE	7	2981.0	29.12	539	6.0	14.68
SHANKLE	7	2981.5	29.54	519	4.2	14.81
SHANKLE	7	2982.0	29.95	516	2.4	13.68
SHANKLE	7	2982.5	29.36	529	1.7	12.36
SHANKLE	7	2983.0	34.62	558	1.9	10.51
SHANKLE	7	2983.5	32.74	605	2.0	9.08
SHANKLE	6	2984.0	38.04	666	1.7	8405
SHANKLE	6	2984.5	39.18	728	1.5	8235
SHANKLE	6	2985.0	39.55	792	1.9	8035
SHANKLE	6	2985.5	37.83	846	2.3	7.68
SHANKLE	6	2986.0	35.09	884	2.8	7775
SHANKLE	6	2986.5	38.17	905	3.8	7.92
SHANKLE	6	2987.0	37.4	913	3.9	8.16
SHANKLE	6	2987.5	36.2	913	2.6	8.54
SHANKLE	6	2988.0	38.73	0.91	2.4	8.6
SHANKLE	6	2988.5	36.86	908	1.9	8.9
SHANKLE	6	2989.0	38.24	905	2.0	8845
SHANKLE	6	2989.5	36.1	901	1.6	8.5
SHANKLE	6	2990.0	38.5	897	2.6	8.25
SHANKLE	6	2990.5	35.87	0.89	3.0	8.42
SHANKLE	6	2991.0	37.2	884	3.6	8495
SHANKLE	6	2991.5	39.89	0.88	3.1	8695
SHANKLE	6	2992.0	40.73	876	2.9	8505
SHANKLE	6	2992.5	41.81	873	2.0	8845
SHANKLE	6	2993.0	44.47	872	1.9	8.74
SHANKLE	6	2993.5	43.87	0.87	1.9	8715
SHANKLE	6	2994.0	47.4	872	2.4	8375
SHANKLE	6	2994.5	48.75	875	2.6	8.47
SHANKLE	6	2995.0	53.77	877	3.1	8.2
SHANKLE	6	2995.5	65.61	0.88	3.2	8555
SHANKLE	5	2996.0	79.98	884	3.0	8435
SHANKLE	5	2996.5	115.6	885	3.6	8.76
SHANKLE	5	2997.0	201.75	887	3.9	8645
SHANKLE	5	2997.5	242.75	889	4.9	8.42
SHANKLE	5	2998.0	238.02	893	5.1	8515
SHANKLE	5	2998.5	215.23	899	5.7	8.31
SHANKLE	5	2999.0	168.12	907	5.6	8545
SHANKLE	5	2999.5	124.8	919	5.2	8855
SHANKLE	5	3000.0	102.74	932	4.6	8915
SHANKLE	5	3000.5	102.74	932	4.6	8915
SHANKLE	5	3001.0	81.37	941	4.3	8.86
SHANKLE	5	3001.5	70.46	943	4.2	8675
SHANKLE	5	3002.0	67.29	943	4.9	9365
SHANKLE	5	3002.5	67.61	939	5.6	9555
SHANKLE	4	3003.0	68.63	941	5.8	9585
SHANKLE	4	3003.5	68.45	957	6.9	9.95
SHANKLE	4	3004.0	73.25	996	8.4	10.39
SHANKLE	4	3004.5	73.21	1039	7.7	9.95
SHANKLE	8	3005.0	76.24	1084	4.0	7.9
SHANKLE	8	3005.5	52.57	1118	-0.4	5215
SHANKLE	8	3006.0	32.84	1.12	-2.2	3455
SHANKLE	8	3006.5	25.16	1112	-1.6	2.89
SHANKLE	8	3007.0	25.16	1112	-1.6	2.89
SHANKLE	4	3007.5	26.22	1092	-0.4	3.4
SHANKLE	4	3008.0	65.36	1026	1.6	4715
NOLAN	2	2853.5	106813	533	9339	15222
NOLAN	3	2854.0	100938	542	8857	15313
NOLAN	3	2854.5	94375	553	7097	14583
NOLAN	3	2855.0	89813	554	7081	14.11
NOLAN	3	2855.5	91563	0.56	6733	13189
NOLAN	3	2856.0	87188	567	6578	12806
NOLAN	3	2856.5	84188	569	5569	12253
NOLAN	3	2857.0	84625	567	4861	12229
NOLAN	3	2857.5	90313	581	5634	13458
NOLAN	3	2858.0	91563	578	6443	17922
NOLAN	3	2858.5	85625	0.56	6897	19177
NOLAN	3	2859.0	74188	533	4634	17827
NOLAN	3	2859.5	65875	499	3571	13226
NOLAN	3	2860.0	63625	467	2563	13013
NOLAN	3	2860.5	65375	0.46	3922	13.46
NOLAN	2	2861.0	65813	453	3145	14.97
NOLAN	2	2861.5	64.5	441	3.31	15245
NOLAN	2	2862.0	65313	426	2439	14602
NOLAN	2	2862.5	67063	415	2877	14017
NOLAN	2	2863.0	70.25	401	2333	13585
NOLAN	2	2863.5	72125	383	1926	13406
NOLAN	2	2864.0	79563	357	2152	14205
NOLAN	2	2864.5	80563	332	3078	16844
NOLAN	2	2865.0	75813	0.31	5733	18242
NOLAN	2	2865.5	65625	295	6937	19674
NOLAN	2	2866.0	57.25	293	7.76	19584
NOLAN	2	2866.5	59625	292	6294	19487
NOLAN	2	2867.0	62.0	293	5391	18584
NOLAN	2	2867.5	68438	307	4007	17428
NOLAN	2	2868.0	71063	333	3218	16411
NOLAN	2	2868.5	71188	371	2909	14962
NOLAN	2	2869.0	70938	419	2838	13177
NOLAN	2	2869.5	66813	463	2855	12282
NOLAN	2	2870.0	69875	493	2702	11556
