Name	     Facies	Depth	GR	ILD	PHIND	PE
NOLAN	2	2871.5	82188	457	13144	2691
NOLAN	2	2872.0	82063	421	15.21	2654
NOLAN	2	2872.5	77375	0.38	16358	2.75
NOLAN	3	2873.0	74.75	341	16326	2891
NOLAN	5	2873.5	73688	0.31	17409	2922
NOLAN	5	2874.0	76.25	295	19977	2981
NOLAN	2	2874.5	73938	301	21143	3065
NOLAN	3	2875.0	75.5	323	20.17	3133
NOLAN	5	2875.5	77938	0.35	16.27	3.32
NOLAN	5	2876.0	85.75	384	13579	3662
NOLAN	5	2876.5	81875	438	9822	4394
NOLAN	8	2877.0	75125	518	7629	4562
NOLAN	8	2877.5	73375	614	6898	4894
NOLAN	8	2878.0	79938	696	6442	5121
NOLAN	8	2878.5	89.5	749	6.54	5098
NOLAN	6	2879.0	85813	767	6905	5008
NOLAN	6	2879.5	75563	751	7075	4695
NOLAN	5	2880.0	60156	724	8125	4359
NOLAN	5	2880.5	55938	703	9324	3.91
NOLAN	6	2881.0	55063	685	10984	3461
NOLAN	4	2881.5	58844	658	11.75	3434
NOLAN	4	2882.0	55906	622	11734	3473
NOLAN	4	2882.5	54781	576	11383	3412
NOLAN	4	2883.0	56375	0.53	10.89	3527
NOLAN	6	2883.5	65125	498	11329	3424
NOLAN	6	2884.0	67813	487	12872	3441
NOLAN	4	2884.5	64938	495	14.28	3201
NOLAN	7	2885.0	58.5	511	16044	3.19
NOLAN	7	2885.5	61313	523	15111	3244
NOLAN	7	2886.0	80563	529	13842	3.67
NOLAN	7	2886.5	104438	0.54	11.49	4227
NOLAN	8	2887.0	116.5	566	11084	4742
NOLAN	8	2887.5	110875	612	10638	4867
NOLAN	8	2888.0	109313	664	10866	4891
NOLAN	8	2888.5	108313	704	10402	5223
NOLAN	6	2889.0	111688	727	10628	5059
NOLAN	6	2889.5	100063	733	9993	5258
NOLAN	6	2890.0	100063	733	9993	5258
NOLAN	8	2890.5	95.0	0.73	9.48	5246
NOLAN	8	2891.0	80563	0.72	8933	5488
NOLAN	6	2891.5	63031	0.7	8487	5863
NOLAN	6	2892.0	43813	667	8527	5715
NOLAN	8	2892.5	33625	628	8551	5848
NOLAN	8	2893.0	29656	591	9098	5187
NOLAN	6	2893.5	26719	559	10524	5047
NOLAN	6	2894.0	22641	531	11687	4.75
NOLAN	8	2894.5	20953	0.5	12667	4797
NOLAN	8	2895.0	22562	0.47	12748	4852
NOLAN	8	2895.5	24406	441	12.49	4914
NOLAN	8	2896.0	24875	418	12006	5.07
NOLAN	8	2896.5	25078	407	11.64	4996
NOLAN	8	2897.0	24422	408	12872	4785
NOLAN	8	2897.5	27781	415	13719	4699
NOLAN	8	2898.0	29734	429	14037	4914
NOLAN	8	2898.5	39656	446	12649	4953
NOLAN	8	2899.0	48.75	462	11727	4492
NOLAN	8	2899.5	52406	486	11133	3815
NOLAN	6	2900.0	50188	522	10.98	3693
NOLAN	5	2900.5	54906	567	10213	3.58
NOLAN	8	2901.0	68063	625	9.7	3863
NOLAN	6	2901.5	79813	702	9289	3871
NOLAN	4	2902.0	88.5	764	9743	4004
NOLAN	4	2902.5	85188	799	10127	3775
NOLAN	4	2903.0	74188	795	8905	4148
NOLAN	4	2903.5	74188	795	8905	4148
NOLAN	5	2904.0	55406	739	6504	4258
NOLAN	6	2904.5	47875	676	4388	4797
NOLAN	8	2905.0	58219	667	5926	4113
NOLAN	8	2905.5	79.25	671	17369	3.49
NOLAN	3	2906.0	93125	664	27246	3057
NOLAN	3	2906.5	94.25	649	27267	2682
NOLAN	3	2907.0	84875	612	20627	3076
NOLAN	3	2907.5	77125	568	14587	3299
NOLAN	3	2908.0	70563	568	13462	3611
NOLAN	3	2908.5	61813	581	12719	3256
NOLAN	2	2909.0	62188	581	12.67	3354
NOLAN	2	2909.5	62563	569	11446	3.25
NOLAN	2	2910.0	74.5	555	11073	3342
NOLAN	2	2910.5	84625	533	13499	3.15
NOLAN	3	2911.0	94.25	525	17.55	3029
NOLAN	3	2911.5	101.0	531	21452	2844
NOLAN	3	2912.0	97.75	0.54	23636	2.75
NOLAN	3	2912.5	90063	551	21519	2699
NOLAN	2	2913.0	79625	573	17839	2885
NOLAN	2	2913.5	73813	601	12376	3262
NOLAN	2	2914.0	77438	636	9483	3418
NOLAN	2	2914.5	72625	681	7522	3373
NOLAN	2	2915.0	69813	716	7393	3232
NOLAN	2	2915.5	65438	728	7403	3231
NOLAN	2	2916.0	65875	719	7386	3356
NOLAN	2	2916.5	67.25	693	7483	3398
NOLAN	2	2917.0	67875	662	8404	3348
NOLAN	2	2917.5	75.0	623	8381	3348
NOLAN	2	2918.0	80938	578	9.3	3457
NOLAN	2	2918.5	86.75	0.55	11256	3223
NOLAN	2	2919.0	92125	528	15.28	2879
NOLAN	2	2919.5	95.0	504	16331	2732
NOLAN	2	2920.0	98625	498	17.43	3008
NOLAN	2	2920.5	97.5	518	19691	3213
NOLAN	3	2921.0	92813	528	24702	2959
NOLAN	3	2921.5	72375	551	24214	2805
NOLAN	8	2922.0	48281	596	19402	2906
NOLAN	8	2922.5	27.25	631	13545	3561
NOLAN	8	2923.0	19875	675	9412	3807
NOLAN	8	2923.5	16906	766	7409	3805
NOLAN	8	2924.0	18391	845	6.18	4094
NOLAN	6	2924.5	21719	905	5097	4418
NOLAN	6	2925.0	25.75	961	4592	4758
NOLAN	8	2925.5	26438	992	4192	5156
NOLAN	8	2926.0	28031	971	4459	5051
NOLAN	8	2926.5	28875	944	4723	5047
NOLAN	8	2927.0	33031	928	5977	4406
NOLAN	8	2927.5	34469	919	6645	3904
NOLAN	5	2928.0	36875	0.92	6643	3609
NOLAN	5	2928.5	38688	933	6138	3785
NOLAN	5	2929.0	42625	941	5014	4312
NOLAN	5	2929.5	42031	938	3713	4598
NOLAN	6	2930.0	37.5	929	2873	4875
NOLAN	6	2930.5	33281	919	2774	4141
NOLAN	8	2931.0	38594	893	3841	3826
NOLAN	8	2931.5	52688	847	4.99	3291
NOLAN	2	2932.0	63938	782	6.93	3393
NOLAN	2	2932.5	74.0	721	9299	3.18
NOLAN	2	2933.0	79813	676	12.49	3.08
NOLAN	2	2933.5	91.25	653	15422	2992
NOLAN	2	2934.0	98.25	643	15822	3082
NOLAN	2	2934.5	98625	623	13.82	3443
NOLAN	2	2935.0	86.5	594	10.4	3684
NOLAN	2	2935.5	77313	567	8614	3.77
NOLAN	3	2936.0	71938	546	8905	3754
NOLAN	3	2936.5	75.75	535	12491	3598
NOLAN	3	2937.0	83563	535	17206	3342
NOLAN	3	2937.5	93813	539	20333	3.08
NOLAN	3	2938.0	99.5	538	18754	3023
NOLAN	3	2938.5	90813	532	16059	3.1
NOLAN	3	2939.0	79813	534	13315	3309
NOLAN	2	2939.5	73313	535	12809	3316
NOLAN	1	2940.0	67625	547	10888	3494
NOLAN	1	2940.5	68063	576	9502	3527
NOLAN	1	2941.0	67625	597	8337	3574
NOLAN	1	2941.5	73688	597	9908	3209
NOLAN	3	2942.0	79.5	625	20658	2682
NOLAN	3	2942.5	82.5	658	26186	2498
NOLAN	3	2943.0	78.75	0.66	26344	2648
NOLAN	3	2943.5	60.25	651	17847	4438
NOLAN	8	2944.0	37125	0.64	11731	5324
NOLAN	8	2944.5	20.75	624	9936	5.52
NOLAN	8	2945.0	14414	657	11411	5152
NOLAN	8	2945.5	14117	721	12506	5023
NOLAN	8	2946.0	15938	0.76	10917	4644
NOLAN	8	2946.5	16797	779	9.19	5152
NOLAN	8	2947.0	18.25	795	7566	4918
NOLAN	8	2947.5	18813	799	7566	4918
NOLAN	8	2948.0	22641	802	6.48	4731
NOLAN	8	2948.5	28969	808	5541	4059
NOLAN	8	2949.0	30.5	813	4889	4.16
NOLAN	8	2949.5	28.75	816	5067	4394
NOLAN	8	2950.0	23406	822	6088	4926
NOLAN	8	2950.5	20359	828	6685	5144
NOLAN	8	2951.0	16828	0.84	6089	5406
NOLAN	8	2951.5	19484	854	4739	5324
NOLAN	6	2952.0	23141	873	3767	5.41
NOLAN	6	2952.5	26719	898	4372	4977
NOLAN	6	2953.0	26688	907	4611	5129
NOLAN	6	2953.5	25.75	882	4144	5184
NOLAN	8	2954.0	32906	839	3632	5223
NOLAN	3	2954.5	55469	795	4397	4762
NOLAN	3	2955.0	81375	741	6675	4004
NOLAN	2	2955.5	98563	688	10013	3711
NOLAN	2	2956.0	102375	643	12424	3527
NOLAN	2	2956.5	102188	601	13809	3486
NOLAN	2	2957.0	101.25	577	13663	2959
NOLAN	2	2957.5	102875	572	13462	2713
NOLAN	2	2958.0	103.25	572	13643	2947
NOLAN	2	2958.5	100688	577	12.73	3074
NOLAN	2	2959.0	95063	0.59	12404	3424
NOLAN	2	2959.5	89.0	607	11621	3369
NOLAN	2	2960.0	89125	624	11417	3596
NOLAN	2	2960.5	83063	642	10498	3648
NOLAN	2	2961.0	76563	652	10.18	3.51
NOLAN	2	2961.5	73.25	654	10254	3242
NOLAN	2	2962.0	79438	655	11018	3176
NOLAN	2	2962.5	89.0	653	11692	3.17
NOLAN	2	2963.0	85.5	641	12036	3131
NOLAN	2	2963.5	80.5	616	11701	3123
NOLAN	2	2964.0	73375	584	11425	3065
NOLAN	2	2964.5	74.75	546	11783	2984
NOLAN	2	2965.0	69063	513	12897	2895
NOLAN	2	2965.5	68375	489	13997	2889
NOLAN	2	2966.0	68313	473	14406	3.09
NOLAN	2	2966.5	76813	462	17231	3201
NOLAN	2	2967.0	89875	467	20171	3.08
NOLAN	3	2967.5	92.75	471	20.61	3143
